
,aX,aY,aZ,gX,gY,gZ,roll,pitch,yaw,vi
14,7.1,36.37,25.81,-2.52,3.12,2.05,55.11,15.0,19.9,-0.02
15,4.86,37.55,24.8,-2.52,3.12,2.05,55.11,15.0,19.9,0.03
16,4.86,37.55,24.8,0.23,2.04,2.39,55.11,15.0,19.9,0.03
17,4.86,37.55,24.8,0.23,2.04,2.39,56.92,11.41,20.34,-0.2
18,5.17,36.73,24.8,2.13,2.04,2.39,56.92,11.41,20.34,-0.2
19,5.17,36.73,20.27,2.13,-1.58,0.56,61.22,11.41,20.34,-0.2
20,5.17,36.73,20.27,2.13,-1.58,0.56,61.22,13.94,20.48,0.22
21,8.14,29.89,5.73,5.53,-1.58,0.56,61.22,13.94,20.48,0.22
22,8.14,29.89,5.73,5.53,-5.77,-1.16,82.71,63.3,20.48,0.22
23,2.84,29.89,5.73,5.53,-5.77,-1.16,82.71,63.3,20.35,0.32
24,2.84,17.29,-23.62,25.49,-5.77,-1.16,82.71,63.3,20.35,0.32

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6.13,34.7,31.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6.13,34.7,31.97,-0.74,1.55,1.26,47.48,0.0,0.0,0.0
3,6.13,34.7,31.97,-0.74,1.55,1.26,47.48,10.81,37.72,0.34
4,6.09,35.04,31.06,-0.74,1.55,1.26,47.48,10.81,37.72,0.34
5,6.09,35.04,31.06,-0.38,1.55,1.43,48.22,10.81,37.72,0.34
6,6.12,35.04,31.06,-0.38,1.55,1.43,48.22,10.28,37.92,0.16
7,6.12,35.21,31.56,-0.09,1.23,1.43,48.22,10.28,37.92,0.16
8,6.12,35.21,31.56,-0.09,1.23,0.99,47.78,11.02,38.12,0.16
9,6.38,35.07,31.56,-0.09,1.23,0.99,47.78,11.02,38.12,0.24
10,6.38,35.07,32.71,-0.17,1.24,1.3,47.78,11.02,38.12,0.24
11,6.38,35.07,32.71,-0.17,1.24,1.3,47.71,9.96,38.29,0.13
12,7.03,34.91,32.36,-0.17,1.24,1.3,47.71,9.96,38.29,0.13
13,7.03,34.91,32.36,-0.56,1.79,0.81,47.23,9.96,38.29,0.13
14,7.03,34.91,32.36,-0.56,1.79,0.81,47.23,11.47,38.44,0.02
15,5.48,35.36,32.77,-0.56,1.79,0.81,47.23,11.47,38.44,0.02
16,5.48,35.36,32.77,-1.05,1.26,1.85,47.2,11.47,38.44,0.02
17,5.48,35.36,32.77,-1.05,1.26,1.85,47.2,9.85,38.74,0.24
18,5.61,35.24,32.84,-1.82,1.26,1.85,47.2,9.85,38.74,0.24
19,5.61,35.24,32.84,-1.82,1.5,1.42,46.96,9.66,38.74,0.24
20,7.05,35.24,32.84,-1.82,1.5,1.42,46.96,9.66,38.92,0.12
21,7.05,34.79,34.33,-3.19,2.13,2.11,46.96,9.66,38.92,0.12
22,7.05,34.79,34.33,-3.19,2.13,2.11,45.86,12.23,39.22,0.12
23,5.0,35.69,34.33,-3.19,2.13,2.11,45.86,12.23,39.22,0.32
24,5.0,35.69,26.51,-4.9,1.95,3.19,45.86,12.23,39.22,0.32

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.72,39.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4.72,39.24,26.75,-1.72,0.89,0.0,55.53,0.0,0.0,0.0
3,4.72,39.24,26.75,-1.72,0.89,1.9,55.53,10.81,31.69,0.55
4,5.72,38.15,26.75,-1.72,0.89,1.9,55.53,10.81,31.69,0.55
5,5.72,38.15,27.57,-1.66,0.94,1.27,55.53,10.81,31.69,0.55
6,5.72,38.15,27.57,-1.66,0.94,1.27,54.67,11.39,31.87,0.36
7,6.41,38.06,26.9,-0.7,0.94,1.27,54.67,11.39,31.87,0.36
8,6.41,38.06,26.9,-0.7,1.0,1.1,55.08,12.35,31.87,0.36
9,4.05,38.06,26.9,-0.7,1.0,1.1,55.08,12.35,32.03,0.16
10,4.05,39.76,27.38,-1.39,0.7,1.1,55.08,12.35,32.03,0.16
11,4.05,39.76,27.38,-1.39,0.7,0.5,55.14,10.11,32.21,0.16
12,6.75,38.93,27.38,-1.39,0.7,0.5,55.14,10.11,32.21,0.17
13,6.75,38.93,28.41,-1.64,0.98,0.67,55.14,10.11,32.21,0.17
14,6.75,38.93,28.41,-1.64,0.98,0.67,53.77,12.83,32.27,-0.29
15,5.66,39.02,27.28,-1.64,0.98,0.67,53.77,12.83,32.27,-0.29
16,5.66,39.02,27.28,-2.58,1.04,1.54,54.92,12.83,32.27,-0.29
17,5.66,39.02,27.28,-2.58,1.04,1.54,54.92,11.92,32.51,0.09
18,6.38,38.13,25.09,-2.58,1.04,1.54,54.92,11.92,32.51,0.09
19,6.38,38.13,25.09,-2.88,1.4,1.45,57.54,11.92,32.51,0.09
20,6.38,38.13,25.09,-2.88,1.4,1.45,57.54,15.19,32.76,0.09
21,3.36,36.54,7.87,-3.86,1.4,1.45,57.54,15.19,32.76,0.09
22,3.36,36.54,7.87,-3.86,-3.9,2.47,74.72,17.46,32.76,0.09
23,8.5,36.54,7.87,-3.86,-3.9,2.47,74.72,17.46,33.08,-2.59
24,8.5,15.12,-25.25,9.92,-10.24,2.47,74.72,17.46,33.08,-2.59

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.18,28.2,38.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.18,28.2,38.97,-0.58,1.42,0.82,36.05,0.0,0.0,0.0
3,2.18,28.2,38.97,-0.58,1.42,0.82,36.05,3.52,11.48,0.1
4,2.29,28.25,38.87,-0.56,1.42,0.82,36.05,3.52,11.48,0.1
5,2.29,28.25,38.87,-0.56,1.53,1.31,36.28,3.29,11.48,0.1
6,2.18,28.25,38.87,-0.56,1.53,1.31,36.28,3.29,11.65,0.31
7,2.18,28.25,39.22,-0.72,1.69,1.31,36.28,3.29,11.65,0.31
8,2.18,28.25,39.22,-0.72,1.69,1.14,35.94,2.92,11.85,0.27
9,2.7,28.32,39.22,-0.72,1.69,1.14,35.94,2.92,11.85,0.27
10,2.7,28.32,39.42,-1.5,1.92,0.5,35.79,2.92,11.85,0.27
11,2.7,28.32,39.42,-1.5,1.92,0.5,35.79,3.49,11.97,-0.32
12,2.2,28.7,38.7,-1.5,1.92,0.5,35.79,3.49,11.97,-0.32
13,2.2,28.7,38.7,-1.92,1.98,0.08,36.59,3.49,11.97,-0.32
14,2.2,28.7,38.7,-1.92,1.98,0.08,36.59,3.07,12.02,0.43
15,2.13,28.41,39.83,-1.38,1.98,0.08,36.59,3.07,12.02,0.43
16,2.13,28.41,39.83,-1.38,1.2,0.52,36.52,3.79,12.02,0.43
17,2.51,28.41,39.83,-1.38,1.2,0.52,36.52,3.79,12.07,0.29
18,2.51,28.36,37.19,-3.07,-0.97,0.52,36.52,3.79,12.07,0.29
19,2.51,28.36,37.19,-3.07,-0.97,0.83,37.75,3.33,12.17,0.29
20,-0.07,28.02,37.19,-3.07,-0.97,0.83,37.75,3.33,12.17,0.74
21,-0.07,28.02,27.73,-5.54,-6.58,0.05,37.75,3.33,12.17,0.74
22,-0.07,28.02,27.73,-5.54,-6.58,0.05,44.27,0.47,12.24,0.68
23,3.57,20.76,2.59,-5.54,-6.58,0.05,44.27,0.47,12.24,0.68
24,3.57,20.76,2.59,-4.43,-8.76,-1.3,67.87,0.47,12.24,0.68

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.18,36.66,30.61,-0.84,0.0,0.0,0.0,0.0,0.0,0.0
2,4.18,36.66,30.61,-0.84,1.53,1.09,50.21,6.74,0.0,0.0
3,3.63,36.66,30.61,-0.84,1.53,1.09,50.21,6.74,11.57,0.33
4,3.63,36.61,29.88,-0.96,1.53,1.09,50.21,6.74,11.57,0.33
5,3.63,36.61,29.88,-0.96,1.17,1.02,50.63,6.88,11.57,0.33
6,4.07,36.61,29.88,-0.96,1.17,1.02,50.63,6.88,11.7,0.26
7,4.07,36.26,30.22,-1.33,1.0,1.02,50.63,6.88,11.7,0.26
8,4.07,36.26,30.22,-1.33,1.0,1.2,50.16,7.01,11.87,0.26
9,3.74,36.54,30.22,-1.33,1.0,1.2,50.16,7.01,11.87,0.27
10,3.74,36.54,30.35,-1.28,1.32,0.89,50.16,7.01,11.87,0.27
11,3.74,36.54,30.35,-1.28,1.32,0.89,50.23,7.36,12.03,0.19
12,4.43,36.53,30.4,-1.28,1.32,0.89,50.23,7.36,12.03,0.19
13,4.43,36.53,30.4,-1.28,1.26,1.34,50.23,7.36,12.03,0.19
14,4.43,36.53,30.4,-1.28,1.26,1.34,50.32,8.05,12.22,0.05
15,4.03,36.85,30.44,-1.28,1.26,1.34,50.32,8.05,12.22,0.05
16,4.03,36.85,30.44,-1.32,1.55,1.17,51.09,8.05,12.22,0.05
17,3.3,36.85,30.44,-1.32,1.55,1.17,51.09,7.89,12.43,0.01
18,3.3,36.86,28.82,-1.91,1.55,1.17,51.09,7.89,12.43,0.01
19,3.3,36.86,28.82,-1.91,0.85,1.65,51.67,7.08,12.43,0.01
20,3.15,36.86,28.82,-1.91,0.85,1.65,51.67,7.08,12.65,0.33
21,3.15,35.86,26.51,-1.9,-0.03,1.65,51.67,7.08,12.65,0.33
22,3.15,35.86,26.51,-1.9,-0.03,2.09,54.07,7.04,13.0,0.33
23,2.66,31.36,26.51,-1.9,-0.03,2.09,54.07,7.04,13.0,-0.1
24,2.66,31.36,9.01,-2.95,-2.72,2.58,54.07,7.04,13.0,-0.1

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.18,32.29,35.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.18,32.29,35.39,-0.69,1.66,0.99,0.0,0.0,0.0,0.0
3,2.18,32.29,35.39,-0.69,1.66,0.99,42.27,3.43,14.01,0.24
4,2.34,32.19,35.41,-0.69,1.66,0.99,42.27,3.43,14.01,0.24
5,2.34,32.19,35.41,-1.14,1.72,0.89,42.4,3.43,14.01,0.24
6,2.34,32.19,35.41,-1.14,1.72,0.89,42.4,3.68,14.16,0.26
7,2.49,32.26,35.2,-1.1,1.72,0.89,42.4,3.68,14.16,0.26
8,2.49,32.26,35.2,-1.1,1.45,1.14,42.27,3.78,14.16,0.26
9,1.99,32.26,35.2,-1.1,1.45,1.14,42.27,3.78,14.34,0.3
10,1.99,32.76,37.23,-0.74,2.01,1.14,41.53,3.78,14.34,0.3
11,1.99,32.76,37.23,-0.74,2.01,1.19,41.53,3.19,14.51,0.66
12,2.76,32.64,37.23,-0.74,2.01,1.19,41.53,3.19,14.51,0.66
13,2.76,32.64,36.91,-4.01,0.98,1.35,41.53,3.19,14.51,0.66
14,2.76,32.64,36.91,-4.01,0.98,1.35,41.42,4.23,14.72,0.01
15,2.46,32.94,34.52,-4.01,0.98,1.35,41.42,4.23,14.72,0.01
16,2.46,32.94,34.52,-6.06,0.06,1.35,44.55,4.01,14.72,0.01
17,2.46,32.94,34.52,-6.06,0.06,1.78,44.55,4.01,15.02,0.21
18,2.5,32.77,29.62,-6.27,0.06,1.78,44.55,4.01,15.02,0.21
19,2.5,32.77,29.62,-6.27,-1.2,2.16,47.41,4.54,15.02,0.21
20,2.5,32.77,29.62,-6.27,-1.2,2.16,47.41,4.54,15.34,-0.37
21,-3.94,33.74,19.21,-2.22,-1.2,2.16,47.41,4.54,15.34,-0.37
22,-3.94,33.74,19.21,-2.22,-1.2,2.16,47.41,4.54,15.34,-0.37
23,-5.79,33.74,19.21,-2.22,-1.2,2.16,47.41,4.54,15.34,-0.37
24,-5.79,25.7,-16.92,19.06,3.47,2.16,47.41,4.54,15.34,-0.37

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.1,26.8,40.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.1,26.8,40.05,-0.99,1.07,0.74,33.9,-0.21,0.0,0.0
3,-0.16,26.8,40.05,-0.99,1.07,0.74,33.9,-0.21,10.13,0.18
4,-0.16,26.84,39.6,-1.81,1.21,0.74,33.9,-0.21,10.13,0.18
5,-0.16,26.84,39.6,-1.81,1.21,0.73,34.16,-0.02,10.13,0.18
6,-0.1,26.84,39.6,-1.81,1.21,0.73,34.16,-0.02,10.27,0.02
7,-0.1,27.03,40.53,-1.94,1.47,0.73,34.16,-0.02,10.27,0.02
8,-0.1,27.03,40.53,-1.94,1.47,1.01,33.75,-0.11,10.44,0.02
9,-0.02,27.42,40.53,-1.94,1.47,1.01,33.75,-0.11,10.44,0.02
10,-0.02,27.42,39.74,-3.12,0.76,0.84,34.55,-0.11,10.44,0.02
11,-0.02,27.42,39.74,-3.12,0.76,0.84,34.55,-0.2,10.56,0.12
12,-0.12,27.86,39.74,-3.12,0.76,0.84,34.55,-0.2,10.56,0.12
13,-0.12,27.86,37.77,-3.43,0.49,1.21,34.55,-0.2,10.56,0.12
14,-0.12,27.86,37.77,-3.43,0.49,1.21,36.1,-0.47,10.78,0.11
15,-0.88,28.52,37.93,-2.35,0.49,1.21,36.1,-0.47,10.78,0.11
16,-0.88,28.52,37.93,-2.35,0.84,1.56,36.44,-1.48,10.78,0.11
17,-0.9,28.52,37.93,-2.35,0.84,1.56,36.44,-1.48,11.03,0.09
18,-0.9,28.29,37.56,-2.41,0.8,1.56,36.44,-1.48,11.03,0.09
19,-0.9,28.29,37.56,-2.41,0.8,1.21,36.82,-1.29,11.21,0.09
20,-0.11,27.78,37.56,-2.41,0.8,1.21,36.82,-1.29,11.21,0.65
21,-0.11,27.78,34.51,-2.01,0.47,1.1,36.82,-1.29,11.21,0.65
22,-0.11,27.78,34.51,-2.01,0.47,1.1,39.14,-0.41,11.4,0.06
23,0.02,27.43,21.88,-2.01,0.47,1.1,39.14,-0.41,11.4,0.06
24,0.02,27.43,21.88,-4.81,-4.86,1.69,49.22,-0.41,11.4,0.06

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.08,32.84,36.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.08,32.84,36.77,-2.36,2.14,0.54,42.12,0.0,0.0,0.0
3,1.08,32.84,36.77,-2.36,2.14,0.54,42.12,1.5,14.38,0.07
4,2.74,33.29,34.95,-5.7,2.14,0.54,42.12,1.5,14.38,0.07
5,2.74,33.29,34.95,-5.7,1.94,0.08,43.82,3.49,14.38,0.07
6,3.0,33.29,34.95,-5.7,1.94,0.08,43.82,3.49,14.39,0.25
7,3.0,34.0,32.99,-5.39,1.0,0.08,43.82,3.49,14.39,0.25
8,3.0,34.0,32.99,-5.39,1.0,0.93,45.49,4.29,14.52,0.25
9,4.39,33.32,32.99,-5.39,1.0,0.93,45.49,4.29,14.52,0.26
10,4.39,33.32,33.78,-4.89,1.13,1.6,45.49,4.29,14.52,0.26
11,4.39,33.32,33.78,-4.89,1.13,1.6,44.51,7.09,14.75,-0.42
12,1.14,34.88,32.95,-4.89,1.13,1.6,44.51,7.09,14.75,-0.42
13,1.14,34.88,32.95,-6.06,-2.83,2.67,46.81,7.09,14.75,-0.42
14,1.14,34.88,32.95,-6.06,-2.83,2.67,46.81,1.95,15.24,0.03
15,2.91,34.3,30.86,-6.06,-2.83,2.67,46.81,1.95,15.24,0.03
16,2.91,34.3,30.86,-5.04,0.34,2.78,48.24,5.05,15.24,0.03
17,-2.21,34.3,30.86,-5.04,0.34,2.78,48.24,5.05,15.71,0.23
18,-2.21,35.02,21.11,-7.91,-2.01,2.78,48.24,5.05,15.71,0.23
19,-2.21,35.02,21.11,-7.91,-2.01,2.99,61.99,-7.81,16.19,0.23
20,-5.08,25.03,21.11,-7.91,-2.01,2.99,61.99,-7.81,16.19,-0.17
21,-5.08,25.03,-34.84,9.46,9.23,-1.61,61.99,-7.81,16.19,-0.17
22,-5.08,25.03,-34.84,9.46,9.23,-1.61,135.54,-11.68,16.21,-0.17
23,-16.17,-1.95,-73.83,9.46,9.23,-1.61,135.54,-11.68,16.21,-3.06
24,-16.17,-1.95,-73.83,60.75,12.84,-22.78,135.54,-11.68,16.21,-3.06

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-1.79,37.52,28.89,-0.63,0.0,0.0,0.0,0.0,0.0,0.0
2,-1.79,37.52,28.89,-0.63,1.19,0.92,52.46,-3.15,0.0,0.0
3,-1.79,37.52,28.89,-0.63,1.19,0.92,52.46,-3.15,16.83,0.15
4,-2.0,37.93,29.28,-0.52,1.19,0.92,52.46,-3.15,16.83,0.15
5,-2.0,37.93,29.28,-0.52,1.51,1.07,52.36,-4.08,16.99,0.15
6,-1.45,37.75,29.28,-0.52,1.51,1.07,52.36,-4.08,16.99,0.22
7,-1.45,37.75,29.24,-0.67,1.55,0.51,52.36,-4.08,16.99,0.22
8,-1.45,37.75,29.24,-0.67,1.55,0.51,52.33,-2.95,17.13,0.3
9,-1.39,37.65,29.46,-0.67,1.55,0.51,52.33,-2.95,17.13,0.3
10,-1.39,37.65,29.46,-0.87,1.44,1.09,52.26,-2.95,17.13,0.3
11,-1.39,37.65,29.46,-0.87,1.44,1.09,52.26,-3.14,17.27,0.16
12,-1.84,37.93,29.23,-0.92,1.44,1.09,52.26,-3.14,17.27,0.16
13,-1.84,37.93,29.23,-0.92,1.45,1.38,52.49,-3.46,17.27,0.16
14,-1.8,37.93,29.23,-0.92,1.45,1.38,52.49,-3.46,17.51,0.15
15,-1.8,37.8,29.05,-1.43,1.33,1.38,52.49,-3.46,17.51,0.15
16,-1.8,37.8,29.05,-1.43,1.33,1.29,52.56,-4.18,17.74,0.15
17,-2.22,38.14,29.05,-1.43,1.33,1.29,52.56,-4.18,17.74,-0.14
18,-2.22,38.14,28.86,-1.48,1.91,0.76,52.56,-4.18,17.74,-0.14
19,-2.22,38.14,28.86,-1.48,1.91,0.76,52.88,-3.66,17.86,-0.14
20,-3.1,37.23,28.86,-1.48,1.91,0.76,52.88,-3.66,17.86,0.25
21,-3.1,37.23,26.29,-3.26,0.29,-0.34,52.88,-3.66,17.86,0.25
22,-3.1,37.23,26.29,-3.26,0.29,-0.34,58.61,-6.79,17.9,0.09
23,-8.16,32.58,-53.66,-3.26,0.29,-0.34,58.61,-6.79,17.9,0.09
24,-8.16,32.58,-53.66,7.78,13.82,-3.93,137.87,-6.79,17.9,0.09

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.68,39.2,27.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.68,39.2,27.12,-0.57,1.24,0.73,55.03,0.0,0.0,0.0
3,0.73,39.2,27.12,-0.57,1.24,0.73,55.03,1.4,13.91,0.19
4,0.73,39.12,27.53,-0.49,1.24,0.73,55.03,1.4,13.91,0.19
5,0.73,39.12,27.53,-0.49,1.75,0.31,54.76,1.4,13.91,0.19
6,1.43,39.12,27.53,-0.49,1.75,0.31,54.76,1.88,13.99,-0.09
7,1.43,39.05,28.24,-0.77,1.75,0.31,54.76,1.88,13.99,-0.09
8,1.43,39.05,28.24,-0.77,1.5,0.03,54.11,3.15,13.99,-0.09
9,2.42,39.05,28.24,-0.77,1.5,0.03,54.11,3.15,14.01,0.38
10,2.42,38.74,29.27,-2.41,-0.6,0.03,54.11,3.15,14.01,0.38
11,2.42,38.74,29.27,-2.41,-0.6,1.43,53.62,4.37,14.14,0.13
12,1.63,39.36,28.37,-2.41,-0.6,1.43,53.62,4.37,14.14,0.13
13,1.63,39.36,28.37,-4.12,-1.44,1.03,53.62,4.37,14.14,0.13
14,0.71,39.36,28.37,-4.12,-1.44,1.03,54.24,2.61,14.4,0.29
15,0.71,39.16,24.74,-8.58,-1.44,1.03,54.24,2.61,14.4,0.29
16,0.71,39.16,24.74,-8.58,-4.43,2.18,58.63,2.01,14.4,0.29
17,-0.43,39.16,24.74,-8.58,-4.43,2.18,58.63,2.01,14.69,0.19
18,-0.43,38.47,15.54,-8.01,-5.26,2.18,58.63,2.01,14.69,0.19
19,-0.43,38.47,15.54,-8.01,-5.26,2.25,66.98,-0.93,15.05,0.19
20,-1.38,30.28,15.54,-8.01,-5.26,2.25,66.98,-0.93,15.05,-0.22
21,-1.38,30.28,-15.77,-2.8,0.2,1.18,66.98,-0.93,15.05,-0.22
22,-1.38,30.28,-15.77,-2.8,0.2,1.18,119.07,-7.59,15.46,0.31
23,-3.74,12.08,-45.49,-2.8,0.2,1.18,119.07,-7.59,15.46,0.31
24,-3.74,12.08,-45.49,17.29,-1.06,-1.37,80.14,-7.59,15.46,0.31

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.32,26.21,40.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.32,26.21,40.04,-0.49,1.24,1.14,33.52,0.0,0.0,0.0
3,0.32,26.21,40.04,-0.49,1.24,1.14,33.52,0.24,23.7,0.08
4,0.05,26.54,40.98,-0.14,1.24,1.14,33.52,0.24,23.7,0.08
5,0.05,26.54,40.98,-0.14,1.27,1.54,32.9,-0.0,23.7,0.08
6,0.21,26.54,40.98,-0.14,1.27,1.54,32.9,-0.0,23.9,-0.11
7,0.21,26.17,40.11,-1.19,1.4,1.54,32.9,-0.0,23.9,-0.11
8,0.21,26.17,40.11,-1.19,1.4,1.11,33.08,0.23,24.1,-0.11
9,0.78,25.98,40.11,-1.19,1.4,1.11,33.08,0.23,24.1,0.28
10,0.78,25.98,40.94,-1.03,1.73,1.35,33.08,0.23,24.1,0.28
11,0.78,25.98,40.94,-1.03,1.73,1.35,32.74,0.65,24.29,0.28
12,0.5,26.16,40.3,-1.03,1.73,1.35,32.74,0.65,24.29,0.29
13,0.5,26.16,40.3,-1.79,2.41,1.19,33.31,0.65,24.29,0.29
14,0.5,26.16,40.3,-1.79,2.41,1.19,33.31,0.69,24.49,0.19
15,0.35,26.69,40.85,-1.83,2.41,1.19,33.31,0.69,24.49,0.19
16,0.35,26.69,40.85,-1.83,2.34,1.62,33.13,0.69,24.49,0.19
17,0.35,26.69,40.85,-1.83,2.34,1.62,33.13,0.49,24.77,0.23
18,0.48,26.86,37.99,-5.13,2.34,1.62,33.13,0.49,24.77,0.23
19,0.48,26.86,37.99,-5.13,-0.77,2.08,34.7,0.7,25.07,0.23
20,0.16,26.86,37.99,-5.13,-0.77,2.08,34.7,0.7,25.07,0.18
21,0.16,26.54,28.24,-5.67,-4.51,2.08,34.7,0.7,25.07,0.18
22,0.16,26.54,28.24,-5.67,-4.51,2.49,42.36,-0.13,25.51,0.18
23,-3.94,24.52,28.24,-5.67,-4.51,2.49,42.36,-0.13,25.51,-0.77
24,-3.94,24.52,14.85,-3.83,-7.39,0.17,42.36,-0.13,25.51,-0.77

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.86,30.46,36.82,-0.45,0.0,0.0,0.0,0.0,0.0,0.0
2,2.86,30.46,36.82,-0.45,1.53,1.05,39.59,0.0,0.0,0.0
3,2.86,30.46,36.82,-0.45,1.53,1.05,39.59,4.59,14.84,0.2
4,2.89,30.44,36.88,-0.45,1.53,1.05,39.59,4.59,14.84,0.2
5,2.89,30.44,36.88,-0.55,1.61,1.11,39.85,4.59,14.84,0.2
6,2.89,30.44,36.88,-0.55,1.61,1.11,39.85,4.42,15.0,0.06
7,3.31,30.62,38.18,-0.55,1.61,1.11,39.85,4.42,15.0,0.06
8,3.31,30.62,38.18,-0.14,1.77,1.21,39.08,5.09,15.0,0.06
9,3.13,30.57,38.18,-0.14,1.77,1.21,39.08,5.09,15.21,0.22
10,3.13,30.57,37.59,-0.58,1.98,1.28,39.08,5.09,15.21,0.22
11,3.13,30.57,37.59,-0.58,1.98,1.28,38.81,4.58,15.41,0.22
12,4.04,30.52,37.59,-0.58,1.98,1.28,38.81,4.58,15.41,0.23
13,4.04,30.52,40.44,-2.02,2.54,1.46,38.81,4.58,15.41,0.23
14,4.04,30.52,40.44,-2.02,2.54,1.46,37.63,5.4,15.67,0.09
15,2.64,31.06,36.5,-2.02,2.54,1.46,37.63,5.4,15.67,0.09
16,2.64,31.06,36.5,-3.64,2.5,2.08,40.98,5.4,15.67,0.09
17,2.08,31.06,36.5,-3.64,2.5,2.08,40.98,3.72,16.03,-0.09
18,2.08,30.91,32.87,-5.07,-1.63,2.08,40.98,3.72,16.03,-0.09
19,2.08,30.91,32.87,-5.07,-1.63,1.36,43.18,3.07,16.24,-0.09
20,2.08,30.63,32.87,-5.07,-1.63,1.36,43.18,3.07,16.24,0.3
21,2.08,30.63,23.22,-5.46,-3.55,1.36,43.18,3.07,16.24,0.3
22,2.08,30.63,23.22,-5.46,-3.55,1.3,52.73,3.46,16.46,0.3
23,-1.32,28.74,23.22,-5.46,-3.55,1.3,52.73,3.46,16.46,-0.04
24,-1.32,28.74,13.16,-3.31,-7.97,-0.02,52.73,3.46,16.46,-0.04

0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.05,34.65,33.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.05,34.65,33.04,-0.57,1.33,1.12,46.75,0.0,0.0,0.0
3,-0.05,34.65,33.04,-0.57,1.33,1.12,46.75,0.04,13.13,0.39
4,0.13,34.75,33.59,-0.15,1.33,1.12,46.75,0.04,13.13,0.39
5,0.13,34.75,33.59,-0.15,1.98,1.02,46.12,0.06,13.13,0.39
6,-0.66,34.75,33.59,-0.15,1.98,1.02,46.12,0.06,13.29,0.27
7,-0.66,34.64,32.92,-0.47,-1.07,1.02,46.12,0.06,13.29,0.27
8,-0.66,34.64,32.92,-0.47,-1.07,0.65,46.6,-1.65,13.41,0.27
9,0.23,34.59,32.92,-0.47,-1.07,0.65,46.6,-1.65,13.41,0.32
10,0.23,34.59,33.53,-0.25,0.03,0.52,46.6,-1.65,13.41,0.32
11,0.23,34.59,33.53,-0.25,0.03,0.52,46.03,0.35,13.47,0.32
12,-0.17,34.77,33.53,-0.25,0.03,0.52,46.03,0.35,13.47,-0.65
13,-0.17,34.77,32.86,-0.45,0.56,0.57,46.03,0.35,13.47,-0.65
14,-0.17,34.77,32.86,-0.45,0.56,0.57,46.62,-0.51,13.59,0.09
15,-0.73,34.69,33.24,-0.53,0.56,0.57,46.62,-0.51,13.59,0.09
16,-0.73,34.69,33.24,-0.53,0.89,0.67,46.26,-0.88,13.59,0.09
17,0.44,34.69,33.24,-0.53,0.89,0.67,46.26,-0.88,13.69,0.02
18,0.44,34.92,35.0,-2.52,0.89,0.67,46.26,-0.88,13.69,0.02
19,0.44,34.92,35.0,-2.52,1.07,0.23,45.16,0.28,13.74,0.02
20,0.7,34.92,35.0,-2.52,1.07,0.23,45.16,0.28,13.74,0.34
21,0.7,34.2,38.04,-8.09,-1.11,0.23,45.16,0.28,13.74,0.34
22,0.7,34.2,38.04,-8.09,-1.11,0.66,41.87,0.86,13.83,0.34
23,0.36,33.96,38.04,-8.09,-1.11,0.66,41.87,0.86,13.83,0.55
24,0.36,33.96,26.61,-18.87,-6.74,1.5,41.87,0.86,13.83,0.55
