
,aX,aY,aZ,gX,gY,gZ,roll,pitch,yaw,vi
8,12.36,36.64,-29.63,-14.2,-3.75,-6.88,126.79,23.42,112.32,0.08
9,12.36,36.64,-29.63,-14.2,-3.75,-3.68,128.33,21.9,111.67,0.08
10,7.26,36.64,-29.63,-14.2,-3.75,-3.68,128.33,21.9,111.67,0.71
11,7.26,40.46,-21.44,-2.11,-1.8,0.68,128.33,21.9,111.67,0.71
12,7.26,40.46,-21.44,-2.11,-1.8,0.68,116.52,19.9,111.63,0.71
13,15.44,40.04,-21.44,-2.11,-1.8,0.68,116.52,19.9,111.63,0.5
14,15.44,40.04,-25.9,-5.47,-1.84,-0.88,116.52,19.9,111.63,0.5
15,15.44,40.04,-25.9,-5.47,-1.84,-0.88,121.17,29.38,111.41,-1.81
16,9.61,42.18,-20.23,-5.47,-1.84,-0.88,121.17,29.38,111.41,-1.81
17,9.61,42.18,-20.23,-0.22,2.73,2.59,117.12,29.38,111.41,-1.81
18,9.61,42.18,-20.23,-0.22,2.73,2.59,117.12,23.43,111.84,0.69
19,11.38,42.56,-22.75,-0.06,2.73,2.59,117.12,23.43,111.84,0.69
20,11.38,42.56,-22.75,-0.06,2.82,1.51,116.81,25.87,111.84,0.69
21,8.15,42.56,-22.75,-0.06,2.82,1.51,116.81,25.87,112.14,-0.15
22,8.15,40.9,-23.12,-2.55,2.13,1.51,116.81,25.87,112.14,-0.15
23,8.15,40.9,-23.12,-2.55,2.13,-0.1,119.36,22.0,112.27,-0.15
24,12.59,31.92,-23.12,-2.55,2.13,-0.1,119.36,22.0,112.27,0.27

0,8.28,45.02,-8.6,-1.91,-0.66,1.73,100.75,44.16,124.88,0.85
1,8.28,45.02,-8.6,-1.91,-0.66,1.73,100.75,47.24,125.16,-1.89
2,7.65,44.85,-10.81,-1.91,-0.66,1.73,100.75,47.24,125.16,-1.89
3,7.65,44.85,-10.81,-1.14,-0.18,4.1,102.87,47.24,125.16,-1.89
4,6.36,44.85,-10.81,-1.14,-0.18,4.1,102.87,32.0,125.69,0.28
5,6.36,47.81,-8.55,0.14,-0.18,4.1,102.87,32.0,125.69,0.28
6,6.36,47.81,-8.55,0.14,3.63,-0.53,100.22,45.2,125.84,0.28
7,8.45,47.81,-8.55,0.14,3.63,-0.53,100.22,45.2,125.84,0.07
8,8.45,45.91,-9.71,-0.31,0.83,-0.53,100.22,45.2,125.84,0.07
9,8.45,45.91,-9.71,-0.31,0.83,0.13,101.77,42.14,125.81,0.07
10,8.52,45.79,-9.71,-0.31,0.83,0.13,101.77,42.14,125.81,0.64
11,8.52,45.79,-9.26,0.31,0.55,0.42,101.77,42.14,125.81,0.64
12,8.52,45.79,-9.26,0.31,0.55,0.42,101.9,41.19,125.88,0.03
13,10.3,45.21,-11.32,0.31,0.55,0.42,101.9,41.19,125.88,0.03
14,10.3,45.21,-11.32,-1.03,0.71,0.64,101.19,41.19,125.88,0.03
15,10.3,45.21,-11.32,-1.03,0.71,0.64,101.19,49.27,126.03,0.21
16,7.06,46.15,-8.53,-1.03,0.71,0.64,101.19,49.27,126.03,0.21
17,7.06,46.15,-8.53,-1.66,-0.37,4.02,102.45,49.27,126.03,0.21
18,7.06,46.15,-8.53,-1.66,-0.37,4.02,102.45,33.55,126.59,-0.82
19,8.69,41.95,-16.09,2.54,-0.37,4.02,102.45,33.55,126.59,-0.82
20,8.69,41.95,-16.09,2.54,3.78,-0.1,111.93,26.68,126.59,-0.82
21,10.07,41.95,-16.09,2.54,3.78,-0.1,111.93,26.68,126.81,-0.48
22,10.07,35.44,-34.27,12.36,5.37,-0.1,111.93,26.68,126.81,-0.48
23,10.07,35.44,-34.27,12.36,5.37,0.1,134.01,19.68,126.81,-0.48
24,13.04,15.44,-34.27,12.36,5.37,0.1,134.01,19.68,126.81,0.22

0,3.56,43.94,-1.94,-5.93,7.69,-7.5,95.53,69.1,139.79,0.22
1,3.56,43.94,-1.94,-5.93,7.69,-3.8,93.93,57.92,139.79,0.22
2,1.98,47.59,-1.94,-5.93,7.69,-3.8,93.93,57.92,139.45,0.14
3,1.98,47.59,-10.52,-14.94,1.01,-0.17,100.42,57.92,139.45,0.14
4,1.98,47.59,-10.52,-14.94,1.01,-0.17,100.42,10.89,139.25,-0.67
5,4.42,46.61,-10.52,-14.94,1.01,-0.17,100.42,10.89,139.25,-0.67
6,4.42,46.61,-14.06,-9.78,6.35,-4.64,100.42,10.89,139.25,-0.67
7,4.42,46.61,-14.06,-9.78,6.35,-4.64,106.33,13.68,139.0,-0.67
8,3.74,46.61,-14.06,-9.78,6.35,-4.64,106.33,13.68,139.0,-0.3
9,3.74,46.29,-10.23,-1.15,2.23,-4.64,106.33,13.68,139.0,-0.3
10,3.74,46.29,-10.23,-1.15,2.23,-1.12,100.34,19.9,138.72,-0.3
11,4.51,46.45,-6.21,-1.15,2.23,-1.12,100.34,19.9,138.72,-0.96
12,4.51,46.45,-6.21,-1.51,0.55,-2.3,98.12,19.9,138.72,-0.96
13,5.82,46.45,-6.21,-1.51,0.55,-2.3,98.12,37.66,138.46,0.07
14,5.82,46.09,-6.12,-0.48,0.55,-2.3,98.12,37.66,138.46,0.07
15,5.82,46.09,-6.12,-0.48,0.55,-2.3,98.12,37.66,138.46,0.07
16,5.81,45.98,-9.95,-0.48,0.55,-2.3,98.12,37.66,138.46,0.07
17,5.81,45.98,-9.95,-2.38,-1.18,1.14,101.59,37.66,138.46,0.07
18,5.81,45.98,-9.95,-2.38,-1.18,1.14,101.59,34.66,138.42,0.16
19,4.07,47.66,-7.58,-0.41,-1.18,1.14,101.59,34.66,138.42,0.16
20,4.07,47.66,-7.58,-0.41,-0.83,1.51,99.53,31.4,138.42,0.16
21,6.09,47.66,-7.58,-0.41,-0.83,1.51,99.53,31.4,138.73,0.05
22,6.09,46.55,-9.7,-0.96,1.91,1.51,99.53,31.4,138.73,0.05
23,6.09,46.55,-9.7,-0.96,1.91,0.47,103.31,32.49,138.81,0.05
24,9.26,42.91,-9.7,-0.96,1.91,0.47,103.31,32.49,138.81,0.23

0,5.46,39.43,-16.8,-9.14,4.37,-4.77,129.11,11.5,133.41,0.08
1,5.46,39.43,-16.8,-9.14,4.37,-4.77,113.92,16.42,132.22,0.06
2,6.74,42.51,-16.8,-9.14,4.37,-4.77,113.92,16.42,132.22,0.06
3,6.74,42.51,-19.26,-10.06,2.05,0.13,113.92,16.42,132.22,0.06
4,6.74,42.51,-19.26,-10.06,2.05,0.13,112.93,17.54,132.08,-0.25
5,6.0,45.25,-17.14,-10.06,2.05,0.13,112.93,17.54,132.08,-0.25
6,6.0,45.25,-17.14,-2.47,4.6,-2.03,110.35,17.54,132.08,-0.25
7,6.0,45.25,-17.14,-2.47,4.6,-2.03,110.35,19.13,131.93,0.2
8,4.25,46.84,-15.61,-2.47,4.6,-2.03,110.35,19.13,131.93,0.2
9,4.25,46.84,-15.61,-3.43,-0.98,1.16,108.66,19.13,131.93,0.2
10,8.48,46.84,-15.61,-3.43,-0.98,1.16,108.66,20.77,131.94,0.07
11,8.48,44.18,-16.68,-3.73,-0.98,1.16,108.66,20.77,131.94,0.07
12,8.48,44.18,-16.68,-3.73,1.05,-0.39,110.26,22.37,131.84,0.07
13,8.32,44.09,-14.71,-3.73,1.05,-0.39,110.26,22.37,131.84,-1.08
14,8.32,44.09,-14.71,-3.3,2.51,-0.39,110.02,22.37,131.84,-1.08
15,8.32,44.09,-14.71,-3.3,2.51,-0.39,110.02,27.83,131.87,0.39
16,6.32,43.78,-17.83,-2.89,1.88,-0.39,110.02,27.83,131.87,0.39
17,6.32,43.78,-17.83,-2.89,1.88,0.23,112.09,20.13,131.87,0.39
18,6.71,42.25,-17.83,-2.89,1.88,0.23,112.09,20.13,131.99,0.19
19,6.71,42.25,-20.68,-2.25,2.35,-0.85,112.09,20.13,131.99,0.19
20,6.71,42.25,-20.68,-2.25,2.35,-0.85,115.75,19.71,131.89,0.19
21,7.76,33.68,-20.68,-2.25,2.35,-0.85,115.75,19.71,131.89,0.12
22,7.76,33.68,-30.63,0.43,1.98,0.34,135.59,19.71,131.89,0.12
23,7.76,33.68,-30.63,0.43,1.98,0.34,135.59,13.22,131.88,0.15
24,8.13,14.84,-47.38,0.43,1.98,0.34,135.59,13.22,131.88,0.15

0,8.58,44.7,-15.1,-8.18,2.22,-2.05,110.57,29.65,132.49,-0.16
1,8.58,44.7,-15.1,-8.18,2.22,-2.05,108.32,24.0,132.3,-1.32
2,6.41,47.24,-12.93,-8.18,2.22,-2.05,108.32,24.0,132.3,-1.32
3,6.41,47.24,-12.93,-5.51,0.44,-0.11,106.75,24.0,132.3,-1.32
4,6.41,47.24,-12.93,-5.51,0.44,-0.11,106.75,31.76,132.24,0.86
5,7.04,44.26,-18.99,-5.51,0.44,-0.11,106.75,31.76,132.24,0.86
6,7.04,44.26,-18.99,-4.99,1.45,0.92,113.07,20.86,132.24,0.86
7,5.55,44.26,-18.99,-4.99,1.45,0.92,113.07,20.86,132.47,0.04
8,5.55,45.64,-13.58,-2.45,1.45,0.92,113.07,20.86,132.47,0.04
9,5.55,45.64,-13.58,-2.45,1.93,1.09,107.79,20.86,132.47,0.04
10,5.55,45.64,-13.58,-2.45,1.93,1.09,107.79,26.75,132.7,1.06
11,6.83,44.37,-16.29,-3.22,1.93,1.09,107.79,26.75,132.7,1.06
12,6.83,44.37,-16.29,-3.22,0.58,0.94,109.15,26.75,132.7,1.06
13,6.83,44.37,-16.29,-3.22,0.58,0.94,109.15,22.07,132.83,-0.74
14,6.07,44.69,-16.15,-0.74,0.58,0.94,109.15,22.07,132.83,-0.74
15,6.07,44.69,-16.15,-0.74,2.36,-1.07,109.84,26.15,132.77,-0.74
16,7.52,45.52,-16.15,-0.74,2.36,-1.07,109.84,26.15,132.77,0.31
17,7.52,45.52,-12.58,1.67,3.02,-0.01,109.84,26.15,132.77,0.31
18,7.52,45.52,-12.58,1.67,3.02,-0.01,105.83,30.61,132.7,0.18
19,7.38,43.39,-12.58,1.67,3.02,-0.01,105.83,30.61,132.7,0.18
20,7.38,43.39,-17.9,-1.65,1.55,1.51,105.83,30.61,132.7,0.18
21,7.38,43.39,-17.9,-1.65,1.55,1.51,114.38,23.18,132.83,0.33
22,10.69,34.98,-28.38,2.23,1.55,1.51,114.38,23.18,132.83,0.33
23,10.69,34.98,-28.38,2.23,1.41,2.7,129.92,23.18,132.83,0.33
24,12.42,34.98,-28.38,2.23,1.41,2.7,129.92,19.83,133.24,-0.95

0,9.49,24.9,-27.11,-54.3,4.87,-3.12,135.52,18.96,139.22,0.32
1,8.72,34.71,-19.47,-54.3,4.87,-3.12,135.52,18.96,139.22,0.32
2,8.72,34.71,-19.47,-10.49,4.89,-6.67,135.52,18.96,139.22,0.32
3,8.72,34.71,-19.47,-10.49,4.89,-6.67,120.23,25.44,138.7,0.09
4,9.3,41.57,-12.53,-10.49,4.89,-6.67,120.23,25.44,138.7,0.09
5,9.3,41.57,-12.53,-5.95,-1.6,-2.04,105.18,25.44,138.7,0.09
6,9.3,41.57,-12.53,-5.95,-1.6,-2.04,105.18,35.96,138.23,-0.61
7,10.54,45.74,-6.76,-3.76,-1.6,-2.04,105.18,35.96,138.23,-0.61
8,10.54,45.74,-6.76,-3.76,-0.78,0.58,99.94,47.66,138.23,-0.61
9,9.22,45.74,-6.76,-3.76,-0.78,0.58,99.94,47.66,138.36,-1.15
10,9.22,46.36,-8.72,-1.46,-2.04,0.58,99.94,47.66,138.36,-1.15
11,9.22,46.36,-8.72,-1.46,-2.04,2.14,97.81,53.34,138.63,0.05
12,9.22,46.36,-8.72,-1.46,-2.04,2.14,97.81,53.34,138.63,0.05
13,7.81,48.0,-6.85,-3.75,-2.04,2.14,97.81,53.34,138.63,0.05
14,7.81,48.0,-6.85,-3.75,-1.7,2.83,98.91,49.25,138.63,0.05
15,6.63,46.59,-6.85,-3.75,-1.7,2.83,98.91,49.25,138.87,0.41
16,6.63,46.59,-7.03,-2.35,0.67,2.83,98.91,49.25,138.87,0.41
17,6.63,46.59,-7.03,-2.35,0.67,1.04,100.54,41.69,139.17,0.41
18,9.77,43.88,-7.03,-2.35,0.67,1.04,100.54,41.69,139.17,1.6
19,9.77,43.88,-11.86,-2.53,-0.34,0.54,100.54,41.69,139.17,1.6
20,9.77,43.88,-11.86,-2.53,-0.34,0.54,104.79,38.35,139.18,1.6
21,5.79,46.02,-11.86,-2.53,-0.34,0.54,104.79,38.35,139.18,0.19
22,5.79,46.02,-9.44,0.64,1.98,0.54,104.79,38.35,139.18,0.19
23,5.79,46.02,-9.44,0.64,1.98,1.21,101.41,36.48,139.44,0.01
24,10.15,40.37,-17.76,0.64,1.98,1.21,101.41,36.48,139.44,0.01

0,5.62,42.48,-21.14,-0.07,1.89,0.35,113.98,24.22,144.43,-1.05
1,5.62,42.48,-21.14,-0.07,1.89,0.68,115.21,23.42,144.65,-1.05
2,6.17,42.48,-21.14,-0.07,1.89,0.68,115.21,23.42,144.65,0.54
3,6.17,43.21,-15.61,1.55,0.93,0.68,115.21,23.42,144.65,0.54
4,6.17,43.21,-15.61,1.55,0.93,1.68,110.01,21.15,144.87,0.54
5,6.95,45.47,-15.61,1.55,0.93,1.68,110.01,21.15,144.87,0.33
6,6.95,45.47,-13.83,0.78,0.56,1.03,110.01,21.15,144.87,0.33
7,6.95,45.47,-13.83,0.78,0.56,1.03,106.99,22.33,145.04,-0.79
8,7.12,44.9,-16.96,0.78,0.56,1.03,106.99,22.33,145.04,-0.79
9,7.12,44.9,-16.96,-0.34,1.63,-0.11,109.87,22.33,145.04,-0.79
10,7.12,44.9,-16.96,-0.34,1.63,-0.11,109.87,23.86,145.08,0.55
11,6.48,45.18,-16.27,-1.12,1.63,-0.11,109.87,23.86,145.08,0.55
12,6.48,45.18,-16.27,-1.12,2.2,0.27,109.39,22.65,145.08,0.55
13,7.6,45.18,-16.27,-1.12,2.2,0.27,109.39,22.65,145.17,0.23
14,7.6,45.14,-14.35,-0.5,1.09,0.27,109.39,22.65,145.17,0.23
15,7.6,45.14,-14.35,-0.5,1.09,1.51,109.83,21.46,145.17,0.23
16,6.77,44.57,-14.35,-0.5,1.09,1.51,109.83,21.46,145.37,0.01
17,6.77,44.57,-16.39,-0.99,1.46,0.39,109.83,21.46,145.37,0.01
18,6.77,44.57,-16.39,-0.99,1.46,0.39,110.48,22.7,145.46,0.07
19,6.78,41.29,-21.5,-0.99,1.46,0.39,110.48,22.7,145.46,0.07
20,6.78,41.29,-21.5,-1.4,0.97,1.37,117.66,22.7,145.46,0.07
21,6.78,41.29,-21.5,-1.4,0.97,1.37,117.66,17.78,145.64,-0.06
22,8.14,37.77,-28.48,5.7,0.97,1.37,117.66,17.78,145.64,-0.06
23,8.14,37.77,-28.48,5.7,1.36,1.28,126.79,14.57,145.64,-0.06
24,8.58,37.77,-28.48,5.7,1.36,1.28,126.79,14.57,145.81,0.32

0,9.18,43.11,-14.9,0.06,-0.47,-0.29,109.66,18.94,143.09,0.25
1,9.18,43.11,-14.9,0.06,-0.47,-0.29,109.66,29.63,143.02,-0.14
2,7.92,44.29,-17.94,-2.11,-0.47,-0.29,109.66,29.63,143.02,-0.14
3,7.92,44.29,-17.94,-2.11,1.31,1.3,110.86,25.53,143.02,-0.14
4,8.09,44.29,-17.94,-2.11,1.31,1.3,110.86,25.53,143.17,1.05
5,8.09,46.17,-15.44,0.03,3.26,1.3,110.86,25.53,143.17,1.05
6,8.09,46.17,-15.44,0.03,3.26,1.35,108.9,27.7,143.17,1.05
7,6.95,46.17,-15.44,0.03,3.26,1.35,108.9,27.7,143.36,0.84
8,6.95,46.59,-15.77,1.06,1.54,1.35,108.9,27.7,143.36,0.84
9,6.95,46.59,-15.77,1.06,1.54,0.78,108.95,23.58,143.51,0.84
10,7.54,44.56,-15.77,1.06,1.54,0.78,108.95,23.58,143.51,-0.42
11,7.54,44.56,-15.77,-0.78,1.81,0.02,108.95,23.58,143.51,-0.42
12,7.54,44.56,-15.77,-0.78,1.81,0.02,109.41,26.51,143.49,-0.42
13,10.21,43.18,-16.42,-0.78,1.81,0.02,109.41,26.51,143.49,0.27
14,10.21,43.18,-16.42,1.19,1.29,0.61,111.4,31.06,143.49,0.27
15,10.21,43.18,-16.42,1.19,1.29,0.61,111.4,31.06,143.56,0.01
16,9.12,44.73,-17.32,0.29,1.29,0.61,111.4,31.06,143.56,0.01
17,9.12,44.73,-17.32,0.29,0.94,1.85,110.78,25.12,143.56,0.01
18,9.38,44.73,-17.32,0.29,0.94,1.85,110.78,25.12,143.84,0.31
19,9.38,41.47,-18.86,-0.74,0.94,1.85,110.78,25.12,143.84,0.31
20,9.38,41.47,-18.86,-0.74,2.62,0.31,116.21,24.57,143.84,0.31
21,7.26,41.47,-18.86,-0.74,2.62,0.31,116.21,24.57,143.92,-0.55
22,7.26,35.71,-29.42,7.46,2.78,0.31,116.21,24.57,143.92,-0.55
23,7.26,35.71,-29.42,7.46,2.78,0.12,131.21,13.38,143.93,-0.55
24,5.71,21.46,-29.42,7.46,2.78,0.12,131.21,13.38,143.93,-1.59

0,6.19,43.41,-9.74,-11.79,1.38,-2.47,105.74,-2.89,152.5,0.05
1,6.19,43.41,-9.74,-11.79,1.38,-2.47,101.82,34.24,152.25,0.03
2,1.38,43.41,-9.74,-11.79,1.38,-2.47,101.82,34.24,152.25,0.03
3,1.38,46.32,-13.93,-7.91,2.87,-2.47,101.82,34.24,152.25,0.03
4,1.38,46.32,-13.93,-7.91,2.87,-1.07,105.58,10.44,152.25,0.03
5,6.01,46.55,-13.93,-7.91,2.87,-1.07,105.58,10.44,152.12,0.87
6,6.01,46.55,-8.04,-8.15,-0.34,1.72,105.58,10.44,152.12,0.87
7,6.01,46.55,-8.04,-8.15,-0.34,1.72,99.95,27.72,151.89,0.29
8,2.94,46.74,-14.11,-7.52,-0.34,1.72,99.95,27.72,151.89,0.29
9,2.94,46.74,-14.11,-7.52,3.2,-2.32,105.57,23.23,151.89,0.29
10,5.43,46.74,-14.11,-7.52,3.2,-2.32,105.57,23.23,151.83,0.28
11,5.43,45.05,-11.79,-9.72,-0.49,0.1,105.57,23.23,151.83,0.28
12,5.43,45.05,-11.79,-9.72,-0.49,0.1,106.87,23.31,151.73,0.28
13,6.9,45.05,-11.79,-9.72,-0.49,0.1,106.87,23.31,151.73,0.58
14,6.9,43.22,-14.9,-5.69,3.12,0.1,106.87,23.31,151.73,0.58
15,6.9,43.22,-14.9,-5.69,3.12,-1.37,108.22,24.57,151.59,0.58
16,6.96,42.41,-18.41,-5.69,3.12,-1.37,108.22,24.57,151.59,-0.15
17,6.96,42.41,-18.41,-8.38,-0.09,-1.02,111.72,24.57,151.59,-0.15
18,6.96,42.41,-18.41,-8.38,-0.09,-1.02,111.72,21.47,151.47,-0.54
19,8.03,38.37,-23.83,-0.47,-0.09,-1.02,111.72,21.47,151.47,-0.54
20,8.03,38.37,-23.83,-0.47,-0.13,-0.44,121.98,21.47,151.47,-0.54
21,8.03,38.37,-23.83,-0.47,-0.13,-0.44,121.98,18.77,151.23,0.24
22,9.76,34.56,-24.42,8.43,-0.13,-0.44,121.98,18.77,151.23,0.24
23,9.76,34.56,-24.42,8.43,-0.19,0.2,132.8,19.97,151.23,0.24
24,10.78,34.56,-24.42,8.43,-0.19,0.2,132.8,19.97,151.26,-1.28

0,9.23,34.19,-27.16,-26.38,1.16,-9.62,153.35,10.93,162.69,0.12
1,9.23,34.19,-27.16,-26.38,1.16,-6.36,131.65,17.74,161.73,0.12
2,8.93,36.99,-27.16,-26.38,1.16,-6.36,131.65,17.74,161.73,1.07
3,8.93,36.99,-24.02,-9.69,1.38,-1.13,131.65,17.74,161.73,1.07
4,8.93,36.99,-24.02,-9.69,1.38,-1.13,121.31,18.25,161.36,-0.99
5,5.91,41.16,-19.63,-9.69,1.38,-1.13,121.31,18.25,161.36,-0.99
6,5.91,41.16,-19.63,-3.18,1.35,-0.77,111.81,18.25,161.36,-0.99
7,5.91,41.16,-19.63,-3.18,1.35,-0.77,111.81,22.02,161.37,-0.93
8,7.37,44.71,-19.99,-4.21,1.35,-0.77,111.81,22.02,161.37,-0.93
9,7.37,44.71,-19.99,-4.21,1.81,0.52,114.12,22.02,161.37,-0.93
10,7.37,44.71,-19.99,-4.21,1.81,0.52,114.12,19.4,161.38,2.0
11,5.88,44.85,-15.46,0.24,1.81,0.52,114.12,19.4,161.38,2.0
12,5.88,44.85,-15.46,0.24,0.42,0.86,109.86,24.74,161.38,2.0
13,9.35,44.85,-15.46,0.24,0.42,0.86,109.86,24.74,161.5,-0.09
14,9.35,42.53,-19.5,0.24,0.42,0.86,109.86,24.74,161.5,-0.09
15,9.35,42.53,-19.5,-2.69,-1.91,3.74,112.81,24.74,161.5,-0.09
16,9.35,42.53,-19.5,-2.69,-1.91,3.74,112.81,24.73,161.76,-1.35
17,5.12,45.25,-15.81,3.16,-1.91,3.74,112.81,24.73,161.76,-1.35
18,5.12,45.25,-15.81,3.16,2.92,1.18,109.94,17.4,161.76,-1.35
19,6.47,44.76,-17.73,3.16,2.92,1.18,109.94,17.4,162.17,0.14
20,6.47,44.76,-17.73,1.46,1.13,0.28,111.82,17.4,162.17,0.14
21,6.47,44.76,-17.73,1.46,1.13,0.28,111.82,21.27,162.21,0.21
22,8.86,41.74,-19.5,1.46,1.13,0.28,111.82,21.27,162.21,0.21
23,8.86,41.74,-19.5,2.91,4.05,-0.49,116.69,21.27,162.21,0.21
24,8.86,41.74,-19.5,2.91,4.05,-0.49,116.69,22.09,162.15,-0.52

0,8.57,40.01,-17.81,-13.91,-3.61,4.28,113.84,14.13,163.96,2.2
1,8.57,40.01,-17.81,-13.91,-3.61,4.28,113.84,14.13,164.53,0.19
2,9.9,43.78,-13.88,-3.98,-3.61,4.28,113.84,14.13,164.53,0.19
3,9.9,43.78,-13.88,-3.98,-4.49,0.97,108.85,34.23,164.53,0.19
4,9.58,43.78,-13.88,-3.98,-4.49,0.97,108.85,34.23,164.63,0.33
5,9.58,44.2,-12.78,-3.98,-1.48,0.97,108.85,34.23,164.63,0.33
6,9.58,44.2,-12.78,-3.98,-1.48,0.2,107.4,32.96,164.71,0.33
7,9.44,43.98,-12.78,-3.98,-1.48,0.2,107.4,32.96,164.71,-0.41
8,9.44,43.98,-14.83,-2.7,-1.5,2.37,107.4,32.96,164.71,-0.41
9,9.44,43.98,-14.83,-2.7,-1.5,2.37,108.13,30.21,164.93,-0.72
10,7.12,46.69,-8.85,-2.7,-1.5,2.37,108.13,30.21,164.93,-0.72
11,7.12,46.69,-8.85,-0.35,1.41,1.75,102.23,30.21,164.93,-0.72
12,7.12,46.69,-8.85,-0.35,1.41,1.75,102.23,31.88,165.32,0.04
13,10.13,44.44,-13.29,-0.35,1.41,1.75,102.23,31.88,165.32,0.04
14,10.13,44.44,-13.29,-3.22,-0.36,0.75,102.23,31.88,165.32,0.04
15,10.13,44.44,-13.29,-3.22,-0.36,0.75,106.09,32.22,165.38,-1.71
16,8.95,44.28,-12.78,-0.38,-0.36,0.75,106.09,32.22,165.38,-1.71
17,8.95,44.28,-12.78,-0.38,2.31,-0.25,107.52,33.75,165.38,-1.71
18,9.17,44.28,-12.78,-0.38,2.31,-0.25,107.52,33.75,165.46,0.38
19,9.17,43.33,-13.89,1.37,1.68,-0.25,107.52,33.75,165.46,0.38
20,9.17,43.33,-13.89,1.37,1.68,1.44,108.36,30.77,165.58,0.38
21,7.75,46.12,-13.89,1.37,1.68,1.44,108.36,30.77,165.58,0.06
22,7.75,46.12,-12.12,0.17,0.12,1.44,108.36,30.77,165.58,0.06
23,7.75,46.12,-12.12,0.17,0.12,1.23,104.39,30.77,165.58,0.06
24,12.71,46.12,-12.12,0.17,0.12,1.23,104.39,35.09,165.86,0.31

0,6.36,46.41,-11.18,-1.18,0.94,1.8,103.83,27.85,162.77,-0.81
1,7.21,46.41,-11.18,-1.18,0.94,1.8,103.83,27.85,162.77,-0.72
2,7.21,45.71,-10.77,0.62,2.81,1.8,103.83,27.85,162.77,-0.72
3,7.21,45.71,-10.77,0.62,2.81,0.45,103.49,33.29,162.9,-0.72
4,7.72,45.86,-10.77,0.62,2.81,0.45,103.49,33.29,162.9,-0.14
5,7.72,45.86,-12.45,-1.44,0.29,1.32,103.49,33.29,162.9,-0.14
6,7.72,45.86,-12.45,-1.44,0.29,1.32,104.55,30.66,163.04,0.28
7,6.03,46.62,-12.45,-1.44,0.29,1.32,104.55,30.66,163.04,0.28
8,6.03,46.62,-9.74,-1.86,0.13,1.17,104.55,30.66,163.04,0.28
9,6.03,46.62,-9.74,-1.86,0.13,1.17,103.15,32.53,163.29,0.49
10,7.97,45.37,-13.09,-1.86,0.13,1.17,103.15,32.53,163.29,0.49
11,7.97,45.37,-13.09,-1.22,1.5,1.36,106.04,32.53,163.29,0.49
12,7.97,45.37,-13.09,-1.22,1.5,1.36,106.04,28.53,163.41,0.13
13,7.63,45.72,-11.49,-1.22,1.5,1.36,106.04,28.53,163.41,0.13
14,7.63,45.72,-11.49,-1.34,0.41,1.03,104.26,28.53,163.41,0.13
15,7.63,45.72,-11.49,-1.34,0.41,1.03,104.26,30.39,163.61,0.31
16,7.03,45.25,-14.55,-0.81,0.41,1.03,104.26,30.39,163.61,0.31
17,7.03,45.25,-14.55,-0.81,1.45,1.11,106.24,30.39,163.61,0.31
18,7.75,45.25,-14.55,-0.81,1.45,1.11,106.24,26.42,163.79,0.2
19,7.75,44.06,-14.85,-1.3,1.91,1.11,106.24,26.42,163.79,0.2
20,7.75,44.06,-14.85,-1.3,1.91,0.71,108.2,28.0,163.89,0.2
21,7.85,42.58,-14.85,-1.3,1.91,0.71,108.2,28.0,163.89,-0.09
22,7.85,42.58,-18.5,3.75,0.38,1.25,108.2,28.0,163.89,-0.09
23,7.85,42.58,-18.5,3.75,0.38,1.25,113.95,23.02,164.11,-0.08
24,6.91,38.57,-18.5,3.75,0.38,1.25,113.95,23.02,164.11,-0.08

0,8.76,46.14,-1.73,2.24,3.87,0.13,99.23,48.95,164.72,0.26
1,8.76,46.14,-1.73,2.24,3.87,0.13,99.23,48.95,164.72,0.26
2,6.73,46.52,-3.69,0.02,3.87,0.13,99.23,48.95,164.72,0.26
3,6.73,46.52,-3.69,0.02,0.67,1.4,94.82,60.79,164.72,0.26
4,6.73,46.52,-3.69,0.02,0.67,1.4,94.82,60.79,165.13,0.33
5,6.75,47.24,-3.91,-0.9,2.78,1.4,94.82,60.79,165.13,0.33
6,6.75,47.24,-3.91,-0.9,2.78,0.3,93.45,67.13,165.13,0.33
7,8.61,47.24,-3.91,-0.9,2.78,0.3,93.45,67.13,165.14,-0.46
8,8.61,47.12,-4.97,-3.86,-0.21,0.3,93.45,67.13,165.14,-0.46
9,8.61,47.12,-4.97,-3.86,-0.21,-0.79,97.91,55.57,165.06,-0.46
10,6.86,47.58,-4.97,-3.86,-0.21,-0.79,97.91,55.57,165.06,0.03
11,6.86,47.58,-5.32,-0.05,1.85,1.17,97.91,55.57,165.06,0.03
12,6.86,47.58,-5.32,-0.05,1.85,1.17,96.74,55.05,165.2,-0.19
13,7.42,47.35,-5.32,-0.05,1.85,1.17,96.74,55.05,165.2,-0.19
14,7.42,47.35,-5.76,-0.14,1.3,1.28,96.74,55.05,165.2,-0.19
15,7.42,47.35,-5.76,-0.14,1.3,1.28,95.98,53.51,165.46,-0.98
16,8.26,46.6,-3.52,-0.14,1.3,1.28,95.98,53.51,165.46,-0.98
17,8.26,46.6,-3.52,0.47,1.38,1.3,94.65,53.51,165.46,-0.98
18,8.26,46.6,-3.52,0.47,1.38,1.3,94.65,64.69,165.59,0.2
19,8.2,46.54,-6.85,-1.25,1.38,1.3,94.65,64.69,165.59,0.2
