
,aX,aY,aZ,gX,gY,gZ,roll,pitch,yaw,vi
20,8.2,46.54,-6.85,-1.25,1.51,0.82,97.78,53.16,165.59,0.2
21,7.6,46.54,-6.85,-1.25,1.51,0.82,97.78,53.16,165.81,0.26
22,7.6,45.68,-7.44,0.79,3.16,0.82,97.78,53.16,165.81,0.26
23,7.6,45.68,-7.44,0.79,3.16,0.87,101.26,42.9,165.95,0.26
24,9.24,41.17,-7.44,0.79,3.16,0.87,101.26,42.9,165.95,0.16

0,7.0,45.79,-6.35,-9.7,-1.15,2.53,101.6,45.62,150.57,-0.03
1,7.0,45.79,-6.35,-9.7,-1.15,-1.68,98.98,45.98,150.34,-0.03
2,9.31,47.96,-6.35,-9.7,-1.15,-1.68,98.98,45.98,150.34,0.95
3,9.31,47.96,-7.42,-0.74,2.09,-1.01,98.98,45.98,150.34,0.95
4,9.31,47.96,-7.42,-0.74,2.09,-1.01,97.39,57.47,150.1,-1.28
5,9.31,47.96,-7.42,-0.74,2.09,-1.01,97.39,57.47,150.1,-1.28
6,9.52,47.21,-7.89,-1.68,2.09,-1.01,97.39,57.47,150.1,-1.28
7,9.52,47.21,-7.89,-1.68,-0.96,0.86,99.44,37.99,150.1,-1.28
8,8.15,46.99,-7.89,-1.68,-0.96,0.86,99.44,37.99,150.2,0.28
9,8.15,46.99,-4.3,-0.75,0.26,4.37,99.44,37.99,150.2,0.28
10,8.15,46.99,-4.3,-0.75,0.26,4.37,95.13,51.88,150.6,0.69
11,6.77,48.05,-5.65,-0.75,0.26,4.37,95.13,51.88,150.6,0.69
12,6.77,48.05,-5.65,-2.05,1.39,0.96,95.13,51.88,150.6,0.69
13,6.77,48.05,-5.65,-2.05,1.39,0.96,94.66,58.98,150.79,-1.01
14,8.6,46.03,-8.32,-3.69,1.39,0.96,94.66,58.98,150.79,-1.01
15,8.6,46.03,-8.32,-3.69,-1.35,2.16,99.62,41.7,150.79,-1.01
16,8.6,46.03,-8.32,-3.69,-1.35,2.16,99.62,41.7,151.06,0.05
17,7.87,46.84,-5.62,-0.7,-1.35,2.16,99.62,41.7,151.06,0.05
18,7.87,46.84,-5.62,-0.7,-1.11,1.34,97.28,55.03,151.06,0.05
19,7.64,46.84,-5.62,-0.7,-1.11,1.34,97.28,55.03,151.29,0.11
20,7.64,46.89,-4.71,-0.94,1.17,1.34,97.28,55.03,151.29,0.11
21,7.64,46.89,-4.71,-0.94,1.17,0.04,95.95,59.76,151.33,0.11
22,7.72,46.89,-4.71,-0.94,1.17,0.04,95.95,59.76,151.33,0.98
23,7.72,46.21,-6.42,-3.07,2.26,0.04,95.95,59.76,151.33,0.98
24,7.72,46.21,-6.42,-3.07,2.26,-0.83,98.31,49.8,151.2,0.98

0,4.71,48.57,-6.04,0.04,1.93,-0.2,96.81,61.09,144.58,0.06
1,4.71,48.57,-6.04,0.04,1.93,-0.2,96.81,50.57,144.75,0.16
2,8.06,46.39,-6.7,-1.02,1.93,-0.2,96.81,50.57,144.75,0.16
3,8.06,46.39,-6.7,-1.02,0.61,1.14,96.81,50.57,144.75,0.16
4,8.06,46.39,-6.7,-1.02,0.61,1.14,98.37,50.56,144.78,0.12
5,8.71,46.58,-8.22,-0.6,0.61,1.14,98.37,50.56,144.78,0.12
6,8.71,46.58,-8.22,-0.6,-0.28,1.83,99.04,50.99,144.78,0.12
7,8.42,46.58,-8.22,-0.6,-0.28,1.83,99.04,50.99,145.05,0.22
8,8.42,46.6,-6.16,-0.26,0.91,1.83,99.04,50.99,145.05,0.22
9,8.42,46.6,-6.16,-0.26,0.91,1.83,96.44,55.49,145.32,0.05
10,8.82,46.5,-6.16,-0.26,0.91,1.83,96.44,55.49,145.32,0.05
11,8.82,46.5,-7.22,-1.03,1.39,1.83,96.44,55.49,145.32,0.05
12,8.82,46.5,-7.22,-1.03,1.39,0.76,98.4,52.49,145.44,0.05
13,6.38,46.5,-7.22,-1.03,1.39,0.76,98.4,52.49,145.44,0.51
14,6.38,46.76,-6.77,-0.7,1.39,0.76,98.4,52.49,145.44,0.51
15,6.38,46.76,-6.77,-0.7,0.76,1.93,98.42,47.87,145.66,0.51
16,7.75,46.76,-6.77,-0.7,0.76,1.93,98.42,47.87,145.66,1.33
17,7.75,47.45,-6.77,-0.7,0.76,1.93,98.42,47.87,145.83,0.08
18,7.5,47.45,-6.77,-0.7,0.76,1.93,98.42,47.87,145.83,0.08
19,7.5,46.88,-5.62,-0.88,0.76,1.93,98.42,47.87,145.83,0.08
20,7.5,46.88,-5.62,-0.88,1.52,1.12,97.27,54.04,145.83,0.08
21,10.66,46.88,-5.62,-0.88,1.52,1.12,97.27,54.04,146.0,0.23
22,10.66,44.38,-10.08,-1.86,1.79,1.12,97.27,54.04,146.0,0.23
23,10.66,44.38,-10.08,-1.86,1.79,0.24,104.01,43.81,146.08,0.23
24,11.17,44.38,-10.08,-1.86,1.79,0.24,104.01,43.81,146.08,0.0

0,8.47,47.07,-6.04,2.21,0.52,2.11,96.87,51.72,146.0,0.02
1,7.44,47.07,-6.04,2.21,0.52,2.11,96.87,51.72,146.37,-1.65
2,7.44,46.89,-9.17,-1.27,0.44,2.11,96.87,51.72,146.37,-1.65
3,7.44,46.89,-9.17,-1.27,0.44,0.56,99.4,43.57,146.37,-1.65
4,9.17,46.61,-9.17,-1.27,0.44,0.56,99.4,43.57,146.52,0.14
5,9.17,46.61,-7.28,-0.22,1.39,0.56,99.4,43.57,146.52,0.14
6,9.17,46.61,-7.28,-0.22,1.39,-1.54,100.34,48.83,146.31,0.14
7,10.25,46.56,-7.28,-0.22,1.39,-1.54,100.34,48.83,146.31,0.42
8,10.25,46.56,-6.83,0.88,0.77,1.04,100.34,48.83,146.31,0.42
9,10.25,46.56,-6.83,0.88,0.77,1.04,99.29,50.64,146.39,0.33
10,9.0,46.35,-7.73,0.88,0.77,1.04,99.29,50.64,146.39,0.33
11,9.0,46.35,-7.73,-1.03,1.54,1.06,99.82,50.64,146.39,0.33
12,9.0,46.35,-7.73,-1.03,1.54,1.06,99.82,46.95,146.58,-0.14
13,7.98,46.13,-8.09,-0.32,1.54,1.06,99.82,46.95,146.58,-0.14
14,7.98,46.13,-8.09,-0.32,1.24,1.12,99.66,46.48,146.58,-0.14
15,7.98,46.13,-8.09,-0.32,1.24,1.12,99.66,46.48,146.74,0.23
16,10.16,45.59,-8.26,0.44,2.14,1.12,99.66,46.48,146.74,0.23
17,10.16,45.59,-8.26,0.44,2.14,1.47,100.34,47.77,146.89,0.24
18,8.91,45.59,-8.26,0.44,2.14,1.47,100.34,47.77,146.89,0.24
19,8.91,45.53,-10.28,0.53,1.66,2.47,100.34,47.77,146.89,0.24
20,8.91,45.53,-10.28,0.53,1.66,2.47,103.69,39.34,147.24,0.25
21,10.42,39.69,-19.12,0.53,1.66,2.47,103.69,39.34,147.24,0.25
22,10.42,39.69,-19.12,4.38,4.05,1.14,103.69,39.34,147.24,0.25
23,10.42,39.69,-19.12,4.38,4.05,1.14,118.9,27.56,147.51,0.45
24,13.23,19.22,-19.12,4.38,4.05,1.14,118.9,27.56,147.51,0.45

0,11.16,44.76,-10.41,-0.43,-5.74,5.09,100.2,35.33,135.63,2.72
1,11.16,44.76,-10.41,-0.43,1.81,-0.96,101.97,51.73,135.63,2.72
2,10.55,45.4,-10.41,-0.43,1.81,-0.96,101.97,51.73,135.5,0.01
3,10.55,45.4,-7.37,0.75,3.12,0.51,101.97,51.73,135.5,0.01
4,10.55,45.4,-7.37,0.75,3.12,0.51,100.46,52.05,135.6,-0.96
5,8.71,46.23,-10.31,-2.13,3.12,0.51,100.46,52.05,135.6,-0.96
6,8.71,46.23,-10.31,-2.13,1.5,0.75,100.39,52.05,135.6,-0.96
7,8.71,46.23,-10.31,-2.13,1.5,0.75,100.39,49.76,135.72,1.05
8,8.91,45.74,-9.96,-0.23,1.5,0.75,100.39,49.76,135.72,1.05
9,8.91,45.74,-9.96,-0.23,-0.23,0.48,101.95,43.21,135.72,1.05
10,9.96,45.74,-9.96,-0.23,-0.23,0.48,101.95,43.21,135.76,0.3
11,9.96,45.86,-8.95,1.72,0.61,0.48,101.95,43.21,135.76,0.3
12,9.96,45.86,-8.95,1.72,0.61,1.21,101.39,48.67,135.76,0.3
13,11.39,45.86,-8.95,1.72,0.61,1.21,101.39,48.67,135.83,0.21
14,11.39,45.24,-7.54,0.47,1.72,1.21,101.39,48.67,135.83,0.21
15,11.39,45.24,-7.54,0.47,1.72,0.6,100.31,52.91,135.94,0.21
16,11.43,43.09,-7.54,0.47,1.72,0.6,100.31,52.91,135.94,-0.67
17,11.43,43.09,-12.84,1.79,1.43,1.04,100.31,52.91,135.94,-0.67
18,11.43,43.09,-12.84,1.79,1.43,1.04,107.76,39.87,136.14,-0.67
19,10.76,41.67,-12.84,1.79,1.43,1.04,107.76,39.87,136.14,0.42
20,10.76,41.67,-15.29,9.01,3.97,2.01,107.76,39.87,136.14,0.42
21,10.76,41.67,-15.29,9.01,3.97,2.01,112.87,31.81,136.43,0.82
22,11.45,36.22,-31.95,9.01,3.97,2.01,112.87,31.81,136.43,0.82
23,11.45,36.22,-31.95,21.33,6.04,1.16,135.9,31.81,136.43,0.82
24,11.45,36.22,-31.95,21.33,6.04,1.16,135.9,19.36,136.59,-1.9

0,10.97,44.38,-12.59,1.09,2.25,2.16,109.63,34.12,123.37,1.09
1,10.97,44.38,-12.59,1.09,2.25,0.6,106.35,39.98,123.54,1.09
2,9.83,44.74,-13.33,1.09,2.25,0.6,106.35,39.98,123.54,0.28
3,9.83,44.74,-13.33,0.17,1.07,1.98,106.42,39.98,123.54,0.28
4,9.83,44.74,-13.33,0.17,1.07,1.98,106.42,33.37,123.84,0.12
5,11.72,44.3,-13.33,0.17,1.07,1.98,106.42,33.37,123.84,0.12
6,11.72,44.3,-13.33,1.12,2.7,1.16,106.42,33.37,123.84,0.12
7,11.72,44.3,-13.33,1.12,2.7,1.16,107.65,32.4,124.07,-0.54
8,10.1,45.38,-12.77,1.12,2.7,1.16,107.65,32.4,124.07,-0.54
9,10.1,45.38,-12.77,-0.67,-0.59,0.65,105.91,38.89,124.07,-0.54
10,10.1,45.38,-12.77,-0.67,-0.59,0.65,105.91,38.89,124.26,0.29
11,10.72,44.43,-14.32,1.09,-0.6,0.65,105.91,38.89,124.26,0.29
12,10.72,44.43,-14.32,1.09,-0.6,2.72,108.2,34.89,124.57,0.29
13,9.18,44.43,-14.32,1.09,-0.6,2.72,108.2,34.89,124.57,0.18
14,9.18,45.92,-11.72,1.4,-0.6,2.72,108.2,34.89,124.57,0.18
15,9.18,45.92,-11.72,1.4,1.53,1.37,104.6,35.56,124.85,0.18
16,9.54,45.92,-11.72,1.4,1.53,1.37,104.6,35.56,124.85,-0.07
17,9.54,46.14,-12.6,0.35,1.62,1.37,104.6,35.56,124.85,-0.07
18,9.54,46.14,-12.6,0.35,1.62,0.27,105.07,37.99,124.85,-0.07
19,11.82,44.65,-12.6,0.35,1.62,0.27,105.07,37.99,124.95,-0.01
20,11.82,44.65,-14.36,-2.93,0.17,0.94,105.07,37.99,124.95,-0.01
21,11.82,44.65,-14.36,-2.93,0.17,0.94,107.77,36.75,125.09,-0.01
22,10.53,43.22,-14.36,-2.93,0.17,0.94,107.77,36.75,125.09,-0.87
23,10.53,43.22,-16.12,-0.23,1.34,1.21,107.77,36.75,125.09,-0.87
24,10.53,43.22,-16.12,-0.23,1.34,1.21,110.26,36.54,125.33,0.09

0,11.47,45.57,-15.64,-8.18,-5.67,3.87,108.4,31.88,129.12,0.03
1,10.76,44.56,-15.64,-8.18,-5.67,3.87,108.4,31.88,129.12,0.24
2,10.76,44.56,-6.07,3.04,2.33,1.17,108.4,31.88,129.12,0.24
3,10.76,44.56,-6.07,3.04,2.33,1.17,97.95,60.88,129.41,0.24
4,11.14,46.97,-6.07,3.04,2.33,1.17,97.95,60.88,129.41,0.6
5,11.14,46.97,-13.33,-4.4,-2.04,1.66,97.95,60.88,129.41,0.6
6,11.14,46.97,-13.33,-4.4,-2.04,1.66,103.48,45.41,129.76,-0.87
7,11.43,45.03,-10.03,-4.4,-2.04,1.66,103.48,45.41,129.76,-0.87
8,11.43,45.03,-10.03,-1.39,0.76,0.06,102.48,45.41,129.76,-0.87
9,11.43,45.03,-10.03,-1.39,0.76,0.06,102.48,51.22,129.83,0.27
10,13.5,43.89,-8.01,-1.65,0.76,0.06,102.48,51.22,129.83,0.27
11,13.5,43.89,-8.01,-1.65,1.7,2.36,100.2,57.15,129.83,0.27
12,13.5,43.89,-8.01,-1.65,1.7,2.36,100.2,57.15,130.04,-0.0
13,12.88,44.65,-13.49,-1.65,1.7,2.36,100.2,57.15,130.04,-0.0
14,12.88,44.65,-13.49,-6.24,1.45,2.41,107.56,57.15,130.04,-0.0
15,10.51,44.65,-13.49,-6.24,1.45,2.41,107.56,36.68,130.49,-1.6
16,10.51,46.04,-9.46,0.24,3.01,2.41,107.56,36.68,130.49,-1.6
17,10.51,46.04,-9.46,0.24,3.01,1.01,102.18,42.99,130.49,-1.6
18,10.11,46.04,-9.46,0.24,3.01,1.01,102.18,42.99,130.78,0.07
19,10.11,45.37,-10.89,-0.01,4.03,1.01,102.18,42.99,130.78,0.07
20,10.11,45.37,-10.89,-0.01,4.03,-1.93,103.66,47.94,130.68,0.07
21,11.88,43.25,-10.89,-0.01,4.03,-1.93,103.66,47.94,130.68,0.28
22,11.88,43.25,-13.73,-1.1,5.08,-1.14,103.66,47.94,130.68,0.28
23,11.88,43.25,-13.73,-1.1,5.08,-1.14,108.92,40.81,130.5,0.28
24,11.88,43.25,-13.73,-1.1,5.08,-1.14,108.92,40.81,130.5,0.54

0,7.74,47.12,-10.91,-2.86,-3.33,1.34,106.99,32.57,131.65,-4.07
1,7.74,47.12,-10.91,-2.86,-3.33,2.2,103.11,38.61,131.98,-4.07
2,7.76,45.67,-9.67,-2.86,-3.33,2.2,103.11,38.61,131.98,0.6
3,7.76,45.67,-9.67,-4.68,0.85,-1.34,101.19,38.61,131.98,0.6
4,7.76,45.67,-9.67,-4.68,0.85,-1.34,101.19,52.86,132.08,0.33
5,9.21,45.06,-11.05,1.24,0.85,-1.34,101.19,52.86,132.08,0.33
6,9.21,45.06,-11.05,1.24,1.34,0.6,104.92,41.64,132.11,0.33
7,12.54,45.06,-11.05,1.24,1.34,0.6,104.92,41.64,132.11,0.27
8,12.54,44.15,-12.32,-2.01,0.23,0.6,104.92,41.64,132.11,0.27
9,12.54,44.15,-12.32,-2.01,0.23,-0.98,107.4,43.25,132.11,0.27
10,11.98,44.15,-12.32,-2.01,0.23,-0.98,107.4,43.25,131.99,0.29
11,11.98,44.74,-11.75,0.56,0.26,-0.98,107.4,43.25,131.99,0.29
12,11.98,44.74,-11.75,0.56,0.26,-0.49,103.37,46.92,131.99,0.29
13,13.12,44.74,-11.75,0.56,0.26,-0.49,103.37,46.92,131.92,-0.49
14,13.12,44.2,-14.67,-2.6,1.57,-0.49,103.37,46.92,131.92,-0.49
15,13.12,44.2,-14.67,-2.6,1.57,0.85,107.42,42.62,131.94,-0.49
16,10.4,44.88,-14.67,-2.6,1.57,0.85,107.42,42.62,131.94,-0.22
17,10.4,44.88,-13.03,2.82,2.35,1.28,107.42,42.62,131.94,-0.22
18,10.4,44.88,-13.03,2.82,2.35,1.28,105.74,44.38,132.13,0.9
19,10.61,45.74,-11.41,2.82,2.35,1.28,105.74,44.38,132.13,0.9
20,10.61,45.74,-11.41,0.9,1.12,2.04,103.77,44.38,132.13,0.9
21,10.61,45.74,-11.41,0.9,1.12,2.04,103.77,44.44,132.4,0.31
22,11.4,43.58,-19.48,1.0,1.12,2.04,103.77,44.44,132.4,0.31
23,11.4,43.58,-19.48,1.0,2.65,1.28,116.29,28.35,132.4,0.31
24,11.4,43.58,-19.48,1.0,2.65,1.28,116.29,28.35,132.64,-0.01

0,9.55,45.82,-9.99,-3.5,-1.28,-0.29,102.48,45.38,137.23,0.99
1,9.55,45.82,-9.99,-3.5,-1.28,1.75,101.68,40.84,137.33,0.99
2,10.86,44.17,-12.08,-3.5,-1.28,1.75,101.68,40.84,137.33,-1.42
3,10.86,44.17,-12.08,-3.59,1.86,-0.22,101.68,40.84,137.33,-1.42
4,10.86,44.17,-12.08,-3.59,1.86,-0.22,104.37,46.19,137.42,0.2
5,9.48,44.17,-12.08,-3.59,1.86,-0.22,104.37,46.19,137.42,0.2
6,9.48,46.23,-9.82,0.92,-0.22,-0.22,104.37,46.19,137.42,0.2
7,9.48,46.23,-9.82,0.92,-0.22,1.12,100.93,42.77,137.59,0.2
8,10.1,46.88,-9.64,0.92,-0.22,1.12,100.93,42.77,137.59,0.01
9,10.1,46.88,-9.64,-1.5,4.16,0.11,99.81,42.77,137.59,0.01
10,10.1,46.88,-9.64,-1.5,4.16,0.11,99.81,46.7,137.68,-1.6
11,8.43,47.34,-5.73,-1.55,4.16,0.11,99.81,46.7,137.68,-1.6
12,8.43,47.34,-5.73,-1.55,-0.51,-0.53,98.48,48.39,137.68,-1.6
13,10.59,45.66,-5.73,-1.55,-0.51,-0.53,98.48,48.39,137.64,-0.56
14,10.59,45.66,-10.38,-2.82,2.37,-0.87,98.48,48.39,137.64,-0.56
15,10.59,45.66,-10.38,-2.82,2.37,-0.87,102.84,46.24,137.5,-0.56
16,10.21,44.66,-11.97,-2.82,2.37,-0.87,102.84,46.24,137.5,0.1
17,10.21,44.66,-11.97,-1.66,0.36,0.66,102.84,46.24,137.5,0.1
18,10.21,44.66,-11.97,-1.66,0.36,0.66,105.22,41.86,137.54,0.29
19,12.08,40.68,-17.32,-1.66,0.36,0.66,105.22,41.86,137.54,0.29
20,12.08,40.68,-17.32,-1.15,1.18,1.68,121.06,25.78,137.54,0.29
21,12.08,40.68,-17.32,-1.15,1.18,1.68,121.06,25.78,137.84,-0.86
22,10.84,31.15,-47.72,27.41,1.18,1.68,121.06,25.78,137.84,-0.86
23,10.84,31.15,-47.72,27.41,16.15,3.83,147.56,11.57,137.84,-0.86
24,10.84,31.15,-47.72,27.41,16.15,3.83,147.56,11.57,138.31,0.33

0,10.18,41.58,-13.98,-9.77,-0.33,-1.13,120.11,26.72,131.03,0.3
1,10.18,41.58,-13.98,-9.77,-0.33,-1.13,110.3,32.35,130.91,-0.16
2,12.36,45.65,-13.51,-9.77,-0.33,-1.13,110.3,32.35,130.91,-0.16
3,12.36,45.65,-13.51,-5.44,-3.36,0.97,106.7,32.35,130.91,-0.16
4,12.36,45.65,-13.51,-5.44,-3.36,0.97,106.7,34.84,130.98,-3.3
5,8.07,47.99,-8.8,-2.44,-3.36,0.97,106.7,34.84,130.98,-3.3
6,8.07,47.99,-8.8,-2.44,1.81,0.34,100.75,52.62,130.98,-3.3
7,9.19,47.99,-8.8,-2.44,1.81,0.34,100.75,52.62,131.22,-0.66
8,9.19,45.2,-10.22,-4.33,-2.67,0.34,100.75,52.62,131.22,-0.66
9,9.19,45.2,-10.22,-4.33,-2.67,3.49,101.87,37.14,131.57,-0.66
10,9.13,45.2,-10.22,-4.33,-2.67,3.49,101.87,37.14,131.57,0.76
11,9.13,45.21,-8.42,-2.58,4.38,3.49,101.87,37.14,131.57,0.76
12,9.13,45.21,-8.42,-2.58,4.38,1.76,102.22,44.82,131.87,0.76
13,10.97,44.77,-8.42,-2.58,4.38,1.76,102.22,44.82,131.87,0.72
14,10.97,44.77,-13.51,-3.26,4.53,0.34,102.22,44.82,131.87,0.72
15,10.97,44.77,-13.51,-3.26,4.53,0.34,107.18,35.03,131.95,0.11
16,12.58,41.68,-18.84,-3.26,4.53,0.34,107.18,35.03,131.95,0.11
17,12.58,41.68,-18.84,-1.78,7.1,0.32,113.47,35.27,131.95,0.11
18,12.58,41.68,-18.84,-1.78,7.1,0.32,113.47,35.27,131.89,0.31
19,15.6,37.86,-27.08,6.59,7.1,0.32,113.47,35.27,131.89,0.31
20,15.6,37.86,-27.08,6.59,12.45,0.86,113.47,35.27,131.89,0.31
21,15.6,37.86,-27.08,6.59,12.45,0.86,126.84,26.9,132.08,0.31
22,16.24,27.73,-27.08,6.59,12.45,0.86,126.84,26.9,132.08,0.21
23,16.24,27.73,-36.26,31.97,24.83,2.55,126.84,26.9,132.08,0.21
24,16.24,27.73,-36.26,31.97,24.83,2.55,146.87,23.14,132.51,-2.5

0,1.78,45.86,-16.12,-1.61,0.22,0.74,108.21,13.52,145.57,0.31
1,1.78,45.86,-16.12,-1.61,0.22,0.74,108.21,6.39,145.79,0.91
2,3.46,44.05,-18.88,-1.61,0.22,0.74,108.21,6.39,145.79,0.91
3,3.46,44.05,-18.88,-3.42,-1.72,1.25,108.21,6.39,145.79,0.91
4,3.46,44.05,-18.88,-3.42,-1.72,1.25,111.49,7.3,145.81,-0.98
5,4.37,44.89,-13.76,-3.42,-1.72,1.25,111.49,7.3,145.81,-0.98
6,4.37,44.89,-13.76,1.98,1.4,-0.27,108.02,7.3,145.81,-0.98
7,4.37,44.89,-13.76,1.98,1.4,-0.27,108.02,8.15,145.83,-0.56
8,5.22,46.18,-11.62,1.4,1.4,-0.27,108.02,8.15,145.83,-0.56
9,5.22,46.18,-11.62,1.4,-0.31,-0.41,104.7,19.34,145.83,-0.56
10,4.0,44.2,-11.62,1.4,-0.31,-0.41,104.7,19.34,145.72,0.11
11,4.0,44.2,-15.59,0.74,1.84,-0.41,104.7,19.34,145.72,0.11
12,4.0,44.2,-15.59,0.74,1.84,-0.93,109.41,18.64,145.68,0.11
13,2.96,44.52,-15.59,0.74,1.84,-0.93,109.41,18.64,145.68,0.67
14,2.96,44.52,-18.07,0.11,0.43,0.75,109.41,18.64,145.68,0.67
15,2.96,44.52,-18.07,0.11,0.43,0.75,110.97,11.45,145.72,0.67
16,4.06,44.06,-18.07,0.11,0.43,0.75,110.97,11.45,145.72,0.27
17,4.06,44.06,-14.22,4.15,1.68,0.75,110.97,11.45,145.72,0.27
18,4.06,44.06,-14.22,4.15,1.68,1.23,108.24,13.41,145.85,0.27
19,4.71,41.28,-21.07,5.86,1.68,1.23,108.24,13.41,145.85,0.0
20,4.71,41.28,-21.07,5.86,3.98,-0.16,120.52,13.41,145.85,0.0
21,4.71,41.28,-21.07,5.86,3.98,-0.16,120.52,13.99,145.84,0.16
22,7.71,22.08,-35.11,15.91,3.98,-0.16,120.52,13.99,145.84,0.16
23,7.71,22.08,-35.11,15.91,11.56,-0.5,152.36,13.99,145.84,0.16
24,5.16,22.08,-35.11,15.91,11.56,-0.5,152.36,12.43,145.75,-1.57

0,0.76,40.4,-23.91,-9.18,-0.76,3.76,132.17,16.01,134.59,1.04
1,0.76,40.4,-23.91,-9.18,-0.76,3.76,119.28,3.83,135.09,1.04
2,6.61,42.79,-23.91,-9.18,-0.76,3.76,119.28,3.83,135.09,0.72
3,6.61,42.79,-14.68,-1.31,0.43,-0.1,119.28,3.83,135.09,0.72
4,6.61,42.79,-14.68,-1.31,0.43,-0.1,109.56,15.36,135.11,0.07
5,3.85,45.05,-13.24,0.41,0.43,-0.1,109.56,15.36,135.11,0.07
6,3.85,45.05,-13.24,0.41,3.72,-0.11,107.36,12.82,135.11,0.07
7,3.85,45.05,-13.24,0.41,3.72,-0.11,107.36,12.82,135.11,1.09
8,6.52,44.94,-15.13,0.45,3.72,-0.11,107.36,12.82,135.11,1.09
9,6.52,44.94,-15.13,0.45,0.83,0.75,107.83,13.88,135.03,1.09
10,4.56,44.94,-15.13,0.45,0.83,0.75,107.83,13.88,135.03,-1.01
11,4.56,44.84,-15.26,-1.76,0.5,0.75,107.83,13.88,135.03,-1.01
12,4.56,44.84,-15.26,-1.76,0.5,0.83,108.39,13.88,135.03,-1.01
13,4.56,44.84,-15.26,-1.76,0.5,0.83,108.39,18.31,135.13,0.25
14,7.18,43.41,-16.98,-1.76,0.5,0.83,108.39,18.31,135.13,0.25
15,7.18,43.41,-16.98,-0.64,1.63,0.92,110.84,18.31,135.13,0.25
16,3.14,43.41,-16.98,-0.64,1.63,0.92,110.84,19.54,135.23,0.01
17,3.14,45.04,-12.24,2.5,1.12,0.92,110.84,19.54,135.23,0.01
18,3.14,45.04,-12.24,2.5,1.12,1.72,108.22,15.16,135.47,0.01
19,3.93,42.84,-20.74,2.5,1.12,1.72,108.22,15.16,135.47,0.97
20,3.93,42.84,-20.74,4.06,2.6,0.36,108.22,15.16,135.47,0.97
21,3.93,42.84,-20.74,4.06,2.6,0.36,116.58,10.91,135.52,-0.29
22,3.39,38.92,-30.67,4.06,2.6,0.36,116.58,10.91,135.52,-0.29
23,3.39,38.92,-30.67,15.49,8.55,-1.29,135.62,10.91,135.52,-0.29
24,3.39,38.92,-30.67,15.49,8.55,-1.29,135.62,4.45,135.32,-1.93

0,8.28,44.71,-16.7,0.79,0.46,0.49,109.66,24.68,121.88,1.6
1,6.71,44.48,-16.7,0.79,0.46,0.49,109.66,24.68,121.92,-1.05
2,6.71,44.48,-14.85,-1.25,1.2,0.55,109.66,24.68,121.92,-1.05
3,6.71,44.48,-14.85,-1.25,1.2,0.55,108.92,24.12,122.13,-1.05
4,6.53,44.77,-14.85,-1.25,1.2,0.55,108.92,24.12,122.13,0.16
5,6.53,44.77,-16.67,-0.63,1.12,0.51,110.92,24.12,122.13,0.16
6,6.53,44.77,-16.67,-0.63,1.12,0.51,110.92,21.81,122.18,0.23
7,7.63,43.5,-17.43,-1.54,1.12,0.51,110.92,21.81,122.18,0.23
8,7.63,43.5,-17.43,-1.54,1.29,-0.4,111.87,21.81,122.18,0.23
9,7.63,43.5,-17.43,-1.54,1.29,-0.4,111.87,24.92,122.16,0.09
10,6.07,43.54,-18.56,-1.17,1.29,-0.4,111.87,24.92,122.16,0.09
11,6.07,43.54,-18.56,-1.17,0.35,1.46,112.2,17.81,122.16,0.09
12,6.07,43.54,-18.56,-1.17,0.35,1.46,112.2,17.81,122.32,-0.15
13,8.75,43.15,-20.03,-1.4,0.35,1.46,112.2,17.81,122.32,-0.15
14,8.75,43.15,-20.03,-1.4,1.23,0.12,113.84,22.91,122.32,-0.15
15,8.75,43.15,-20.03,-1.4,1.23,0.12,113.84,22.91,122.32,0.26
16,7.85,42.07,-19.17,3.22,1.23,0.12,113.84,22.91,122.32,0.26
17,7.85,42.07,-19.17,3.22,1.59,0.57,114.98,20.36,122.4,0.26
18,7.67,40.32,-21.44,3.22,1.59,0.57,114.98,20.36,122.4,-0.21
19,7.67,40.32,-21.44,4.35,1.85,0.76,121.43,20.36,122.4,-0.21
20,7.67,40.32,-21.44,4.35,1.85,0.76,121.43,17.75,122.54,-0.66
21,6.24,27.68,-58.48,27.34,1.85,0.76,121.43,17.75,122.54,-0.66
22,6.24,27.68,-58.48,27.34,15.93,-2.08,163.36,8.36,122.54,-0.66
23,10.86,27.68,-58.48,27.34,15.93,-2.08,163.36,8.36,122.36,-2.04
24,10.86,-6.96,-65.27,87.73,7.43,-2.08,163.36,8.36,122.36,-2.04

0,9.66,44.02,-16.06,-1.69,6.67,-2.89,110.4,29.35,107.45,1.28
1,9.66,44.02,-16.06,-1.69,6.67,-2.89,110.4,34.95,106.99,0.12
2,8.58,44.94,-15.18,-1.69,6.67,-2.89,110.4,34.95,106.99,0.12
3,8.58,44.94,-15.18,1.04,2.62,2.7,109.73,34.95,106.99,0.12
4,8.58,44.94,-15.18,1.04,2.62,2.7,109.73,30.69,107.11,1.19
5,11.6,43.19,-15.18,1.04,2.62,2.7,109.73,30.69,107.11,1.19
6,11.6,43.19,-13.3,2.45,3.97,0.03,109.73,30.69,107.11,1.19
7,11.6,43.19,-13.3,2.45,3.97,0.03,108.51,37.29,107.15,1.19
8,7.79,45.66,-11.52,2.14,3.97,0.03,108.51,37.29,107.15,-0.41
9,7.79,45.66,-11.52,2.14,2.6,0.66,105.29,35.0,107.15,-0.41
